username,qz_mean,video_pause_backward_seek_avg,final_score
Y1050398,-1.83680357774,-0.662882387285,0.0
Y1050399,-1.83680357774,-0.662882387285,0.0
Y1050400,0.904917912689,0.0667451250903,20.0
Y1050401,-0.191770683484,-0.264903743882,10.0
Y1050402,-1.83680357774,-0.662882387285,0.0
Y1050403,0.356573614603,0.531053542925,20.0
Y1050404,0.356573614603,-0.662882387285,10.0
Y1050405,-1.28845927966,-0.662882387285,10.0
Y1050406,-0.74011498157,-0.662882387285,10.0
Y1050407,-1.28845927966,0.531053542925,10.0
Y1050408,0.356573614603,-0.662882387285,10.0
Y1050409,-0.191770683484,-0.662882387285,10.0
Y1050410,0.904917912689,-0.662882387285,20.0
Y1050411,0.356573614603,-0.662882387285,10.0
Y1050412,0.904917912689,0.451457814244,30.0
Y1050413,0.356573614603,-0.662882387285,60.0
Y1050414,-0.191770683484,0.531053542925,53.0
Y1050415,0.356573614603,-0.662882387285,30.0
Y1050416,0.356573614603,-0.662882387285,63.0
Y1050417,0.904917912689,-0.662882387285,62.0
Y1050418,-0.74011498157,-0.662882387285,20.0
Y1050419,-0.74011498157,-0.662882387285,10.0
Y1050420,0.904917912689,-0.662882387285,75.0
Y1050421,0.904917912689,-0.662882387285,60.0
Y1050422,0.904917912689,-0.662882387285,40.0
Y1050423,-0.74011498157,-0.662882387285,10.0
Y1050424,0.904917912689,-0.662882387285,30.0
Y1050425,-0.191770683484,-0.662882387285,10.0
Y1050426,0.356573614603,0.292266356883,40.0
Y1050427,0.904917912689,0.701615818442,96.0
Y1050428,0.904917912689,-0.662882387285,20.0
Y1050429,-1.28845927966,-0.662882387285,10.0
Y1050430,-1.83680357774,-0.662882387285,0.0
Y1050431,-1.83680357774,-0.662882387285,0.0
Y1050432,-1.83680357774,-0.662882387285,0.0
Y1050433,-1.83680357774,-0.662882387285,0.0
Y1050434,0.904917912689,1.72498947313,20.0
Y1050435,0.630745763646,-0.662882387285,10.0
Y1050436,-0.74011498157,-0.344499472563,10.0
Y1050437,-1.83680357774,8.8886050544,0.0
Y1050438,-1.83680357774,-0.662882387285,10.0
Y1050439,0.356573614603,0.292266356883,10.0
Y1050440,-0.191770683484,-0.662882387285,10.0
Y1050441,-1.83680357774,-0.662882387285,0.0
Y1050442,-0.191770683484,3.38926379937,10.0
Y1050443,-1.83680357774,-0.662882387285,0.0
Y1050444,0.356573614603,0.929032186328,10.0
Y1050445,0.904917912689,-0.450627111334,20.0
Y1050446,-1.83680357774,-0.662882387285,0.0
Y1050447,0.0824014655595,-0.208049651512,10.0
Y1050448,0.904917912689,0.504521632834,20.0
Y1050449,0.356573614603,1.16781937237,20.0
Y1050450,0.356573614603,0.246783082669,10.0
Y1050451,-1.83680357774,-0.662882387285,0.0
Y1050452,0.904917912689,0.0718474166557,40.0
Y1050453,0.356573614603,0.439212317034,20.0
Y1050454,-1.83680357774,-0.662882387285,90.0
Y9999984,-0.74011498157,0.597383317356,66.0
Y9999985,0.630745763646,-0.662882387285,59.0
