username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050284,3,105.35,256.75,0.25,5.25,5.25,2.5,13.41666667,22.75,0,4.5,0.75,3.75,0.196428571,0.803571429,7.251585025,2,1.25,0.371428571,4.25,0.95,0.25,0.035714286,1,0.142857143,1.75,0.339285714,10.25,3.498214286,2.5,0.982142857,0,0,11.25,3.641071429,4.25,1.321428572,15.5,4.9625,16.5,5.269642857,0.25,0.035714286,20,5.9625,52.25,16.23035714,0,0,0,0,0,4.5,30
Y1050286,3.5,222.4666667,829.5,2,20.41666667,42.5,3,50.85416667,159,0,8.75,8,0.75,0.925,0.075,3.480277426,2.5,4.5,0.39375,8.75,1,1.5,0.204166667,10.25,0.78125,8.75,0.627083333,72.75,8.845833333,9.5,0.995833333,0.5,0.047916667,83,9.627083335,18.75,1.670833333,101.75,11.29791667,89.5,10.62708333,1.5,0.204166667,110.75,12.31458333,303.5,34.44375,1.25,1.25,1,1.25,3.833571429,6.75,72
Y1050287,3,199.0625,591.5,1.75,18.75,33.75,2.5,32.125,80.75,0,10.25,8,2.25,0.815934066,0.184065934,4.801855738,2.5,6.5,0.601648352,9,0.891483516,2.25,0.221153846,10.25,0.899725275,12.25,1.115384616,26.5,2.854395605,5.75,0.563186813,1.25,0.09478022,36.75,3.754120879,19.25,1.773351648,56,5.527472528,39.25,4.142857143,2.5,0.240384616,66.5,6.563186813,164.25,16.4739011,0,0,0,0,0,7.5,50
Y1050289,4,411.7,1830.5,1.75,26.20833333,59,3,103.2625,387,0.25,15.75,11,4.75,0.481011905,0.268988095,3.890258265,0.75,15.25,0.721726191,15.5,0.74,3.75,0.154583333,54.25,2.548630953,136.25,6.443928572,111,5.22952381,45.75,2.188333333,1,0.041666667,165.25,7.778154762,183,8.673928573,348.25,16.45208333,168.25,7.986666668,3.75,0.154583333,364,17.20208333,884.25,41.79541667,0,0,0,0,1.285714286,7.5,60
Y1050291,1.25,340,625.75,0.75,68.5,68.5,0.75,45.25,45.25,0,8.5,5.5,3,0.580952381,0.169047619,3.585950442,2.25,3,0.182142857,7.25,0.521428571,2.5,0.288095238,3.25,0.272619048,2.5,0.158333333,16.25,0.813095238,9.25,0.479761905,0,0,19.5,1.085714286,11.75,0.638095238,31.25,1.723809524,30.25,1.669047619,2.5,0.288095238,39.75,2.473809524,103.75,6.154761905,0,0,0,0,0,7.25,40
Y1050292,4.25,201.8375,969.25,3.5,29.725,119.75,3.5,18.33333333,76,0,7.5,2,5.5,0.228977273,0.771022727,11.27132429,1.5,4.25,0.648863636,7,0.94375,0.25,0.03125,40,4.997727273,9,1.7875,11.25,1.581818182,2.5,0.259659091,0,0,51.25,6.579545455,11.5,2.047159091,62.75,8.626704545,20.5,2.760227273,0.25,0.03125,70.25,9.626704545,153.75,21.04488636,2.25,2.25,1.5,2.25,5.976428571,5.25,50
Y1050293,2.5,480.5625,923.75,2.25,46.875,81.75,2.25,55,89.75,0,13.5,12.75,0.75,0.946428572,0.053571429,14.58901098,2,4,0.302197802,13.25,0.982142857,4.5,0.335164835,5.5,0.413461539,6.75,0.510989011,55,4.162087912,3.5,0.262362638,0.5,0.038461539,60.5,4.575549451,10.75,0.811813187,71.25,5.387362637,67.5,5.089285714,4.75,0.354395605,84.75,6.387362637,228.25,17.21840659,2.25,2.25,0.75,2.25,8.398571429,8.5,80
Y1050294,2.25,174.3125,517.25,2,15.79166667,42.5,2,17.70833333,48,0,7.5,7.25,0.25,0.730769231,0.019230769,6.523783972,2.5,2.75,0.306318681,6.75,0.675824176,2.25,0.223351649,9,0.947802198,4.25,0.487637363,16.75,1.746703297,6.5,0.651648352,0.75,0.090659341,25.75,2.694505495,11.5,1.229945055,37.25,3.92445055,28.5,2.925,2.5,0.259065934,44.75,4.67445055,113,11.78296703,0,0,0,0,0,5.25,40
Y1050295,3.75,215.6791667,994.75,3.25,25.83333333,117.25,2.5,16.10416667,55.75,0,9,4.25,4.75,0.34469697,0.405303031,11.86812627,2.5,7,0.553030303,6.25,0.602272727,1.25,0.068181818,14.25,1.079545455,5,0.424242424,14.5,1.424242424,6.25,0.700757576,0,0,28.75,2.503787879,11.25,1.125,40,3.628787879,24.5,2.518939394,1.25,0.068181818,49,4.378787879,114.75,10.59469697,0.25,0.25,0.25,0.25,0.571428571,5.5,30
Y1050296,2,224,489.25,1,21.875,43.75,1,18.125,36.25,0,6.75,4.5,2.25,0.281818182,0.218181818,2.150883882,2,3.5,0.313636364,5.25,0.393181818,1.5,0.068181818,7.5,0.804545454,7,0.395454546,6.5,0.334090909,2.5,0.152272727,0,0,14,1.138636364,9.5,0.547727273,23.5,1.686363636,13.25,0.834090909,1.5,0.068181818,30.25,2.186363636,68.5,4.775,0.75,0.75,0.25,0.75,2.142857143,3,20
Y1050297,0.75,5.5,8.25,0,0,0,0.25,0.25,0.25,0,0.25,0,0.25,0,0.25,3.485638543,0.75,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0,0.5,10
Y1050298,1,163.75,180.75,0.75,15.5,15.5,1,13.5,16.25,0,3,2.25,0.75,0.5625,0.1875,6.840827067,3.5,1.25,0.3125,2.75,0.6875,0.5,0.125,3.5,0.875,3.25,0.8125,4.75,1.1875,1,0.25,0,0,8.25,2.0625,4.25,1.0625,12.5,3.125,8.25,2.0625,0.5,0.125,15.5,3.875,36.75,9.1875,0,0,0,0,0,3,10
Y1050299,0.5,93.875,187.75,0.25,17,17,0.25,21.5,21.5,0,1.5,1,0.5,0.166666667,0.083333333,2.830280315,1,1.25,0.208333333,1.25,0.208333333,0,0,7.5,1.25,4.25,0.708333333,3,0.5,0.75,0.125,0,0,10.5,1.75,5,0.833333333,15.5,2.583333333,4.75,0.791666667,0,0,17,2.833333333,37.25,6.208333333,0,0,0,0,0,1,10
Y1050300,2,121.1666667,311.75,1,30.125,34.5,1,16.875,25.5,0,2.25,0.75,1.5,0.291666667,0.458333333,5.847235367,3.25,2.25,0.75,1.5,0.625,0.25,0.125,13.5,3.958333333,4,1.125,1.5,0.416666667,0.75,0.291666667,0,0,15,4.375,4.75,1.416666667,19.75,5.791666667,3.25,1.166666667,0.25,0.125,22,6.541666667,45.25,13.625,0,0,0,0,0,3,10
Y1050301,1.25,179.0833333,403.25,1,14.58333333,35.75,1,19.5,45.5,0,4.25,4,0.25,0.480769231,0.019230769,6.602315732,1.75,2.5,0.322115385,3.25,0.423076923,0.5,0.038461539,26.75,2.447115385,4,0.394230769,4,0.524038462,1.75,0.264423077,0,0,30.75,2.971153846,5.75,0.658653846,36.5,3.629807692,8.5,1.173076923,0.5,0.038461539,40.75,4.129807693,86.25,8.971153845,0.75,0.75,0.25,0.75,2.142857143,0,10
Y1050302,2,125.5166667,421.25,1.75,12,39,1.5,11.75,35.25,0,7,4.5,2.5,0.305555556,0.194444444,5.592702908,1,2.5,0.161111111,6,0.422222222,0.5,0.05,5.25,0.336111111,7.25,0.413888889,9.5,0.572222222,2.5,0.15,0.25,0.025,14.75,0.908333333,10,0.588888889,24.75,1.497222222,18,1.144444445,0.5,0.05,31.75,1.997222222,75,4.68888889,0.75,0.75,0.5,0.75,3.5,0,10
Y1050303,2.75,272.2291667,759,1.75,26.375,39.25,2.5,51.83333333,144.25,0,9,6.25,2.75,0.689285714,0.310714286,8.818660263,2.25,7,0.771428571,7.25,0.860714286,2,0.192857143,58,5.65,28.25,2.710714286,25.75,2.532142857,5.25,0.521428571,1,0.085714286,83.75,8.182142857,34.5,3.317857143,118.25,11.5,36.25,3.714285714,2,0.192857143,127.25,12.5,283.75,27.90714286,0.75,0.75,0.25,0.75,2.690714286,3.5,20
Y1050304,1,137.8333333,346.5,0.75,18.75,34.25,1,13,32.5,0,4.75,2.75,2,0.239583333,0.260416667,5.720620598,0.75,1.25,0.078125,4.75,0.5,1,0.0625,9.5,0.59375,3,0.1875,9.75,1.21875,2.75,0.239583333,0,0,19.25,1.8125,5.75,0.427083333,25,2.239583333,16.25,1.895833333,1,0.0625,29.75,2.739583333,72,6.9375,0,0,0,0,0,1.5,10
Y1050305,3.75,186.175,751.5,2.5,28.125,71,2.25,18.1875,45.75,0,8.25,4.75,3.5,0.345238095,0.404761905,8.125015594,1,3.75,0.369047619,8,0.738095238,1.75,0.099206349,11.5,2.73015873,4.75,0.416666667,15,0.96031746,3,0.222222222,0.25,0.011904762,26.5,3.690476191,8,0.650793651,34.5,4.341269842,24.5,1.833333333,1.75,0.099206349,42.75,5.091269842,103.5,11.36507937,0.75,0.75,0.25,0.75,3.071428571,4.75,20
Y1050306,3.75,115.2333333,495.75,2,11.83333333,39.75,2,9.5,27.5,0,3.75,0.5,3.25,0.077777778,0.672222222,7.019885606,1.75,2.25,0.538888889,3.25,0.45,0,0,4,1.466666667,4.5,0.5,7.5,0.966666667,2.5,0.277777778,0,0,11.5,2.433333333,7,0.777777778,18.5,3.211111111,13,1.644444445,0,0,22.25,3.961111111,53.75,8.816666668,1.75,1.75,1.5,1.75,4.053571429,0.75,10
Y1050307,0.75,94.5,176.75,0.5,9.25,18.5,0.75,6.625,11.75,0,2.5,1.5,1,0.261904762,0.238095238,3.640919624,1,1,0.190476191,2,0.380952381,0.25,0.035714286,4.25,0.702380953,0.5,0.071428572,3,0.428571429,0,0,0,0,7.25,1.130952381,0.5,0.071428572,7.75,1.202380953,5,0.809523809,0.25,0.035714286,10.25,1.702380953,23.25,3.75,0.75,0.75,0.25,0.75,2.023571429,0,10
Y1050308,5.25,249.3732143,1355,4,15.69583333,62.25,4.75,55.21726191,262.75,0,10.75,6.25,4.5,0.509210526,0.490789474,6.843534993,1.5,7.25,0.686466165,10.75,1,0.75,0.081015038,55.75,3.559586466,47.5,3.579135339,96.25,8.231203007,25.5,2.594548872,0.5,0.067857143,152,11.79078947,73.5,6.241541353,225.5,18.03233083,131.75,11.78157895,0.75,0.081015038,236.25,19.03233083,594.25,48.92725564,0.75,0.75,0.25,0.75,2.410714286,0,10
Y1050310,1,81.41666667,153.25,1,7.75,14.75,0.75,5.25,7.75,0,2.75,1.75,1,0.330357143,0.169642857,3.386424969,0.5,1,0.169642857,2.25,0.401785714,0.5,0.098214286,0,0,1.75,0.330357143,1.5,0.241071429,0.75,0.160714286,0,0,1.5,0.241071429,2.5,0.491071429,4,0.732142857,4.25,0.767857143,0.5,0.098214286,6.75,1.232142857,15.5,2.830357143,0,0,0,0,0,2.5,10
Y1050311,5.25,393.202381,2045.75,4.5,31.32916667,142,4.75,44.64880953,215.75,0,19.75,9.5,10.25,0.462015994,0.537984007,3.588966452,2,16.25,0.811658249,17.75,0.917508418,1.5,0.08175505,63.75,2.92098064,28.25,1.376788721,64,3.404671717,19.25,0.944970539,0.25,0.011363636,127.75,6.325652357,47.75,2.333122896,175.5,8.658775254,91,4.732112795,1.5,0.08175505,195.25,9.658775254,463.25,23.13141835,0.25,0.25,0.25,0.25,0.392857143,3.5,20
Y1050312,0.75,63.125,115.5,0.25,6.5,6.5,0.5,9.75,9.75,0,3,0.5,2.5,0.05,0.45,3.454488947,2,2,0.2,2.75,0.475,0,0,2.25,0.225,0.25,0.025,3.25,0.725,0,0,0,0,5.5,0.95,0.25,0.025,5.75,0.975,4.5,1.05,0,0,8.75,1.475,19,3.5,0,0,0,0,0,2.5,10
Y1050313,1.75,122.2,345,1.25,4.625,14.75,1.75,15.95,51.75,0,6.25,3.5,2.75,0.316666667,0.433333333,4.311405233,2.25,4,0.383333333,6,0.7375,0,0,7,0.6875,10,0.7125,16,1.279166667,2.75,0.1375,0,0,23,1.966666667,12.75,0.85,35.75,2.816666667,23.75,2.104166667,0,0,42,3.566666667,101.5,8.4875,1,1,0.75,1,2.357142857,3.25,30
Y1050314,1,425.625,851.25,0.75,67.625,95,1,32,64,0,10,7.5,2.5,0.378787879,0.121212121,5.266743385,1,6,0.310606061,8.25,0.407828283,2.25,0.112373737,11.25,0.597222222,8,0.416666667,14.5,0.684343434,4.75,0.238636364,0.5,0.022727273,25.75,1.281565657,13.25,0.678030303,39,1.959595959,26,1.252525253,2.25,0.112373737,49,2.45959596,116.25,5.78409091,2,2,1.25,2,3.142857143,2.5,30
Y1050315,1.75,529.3125,1322.5,1.25,23.58333333,62.5,1.75,133,300.75,0,12.75,8.75,4,0.429464286,0.320535714,8.546895868,2,11.5,0.670535714,12.75,0.75,0.5,0.025,114.25,5.990178571,39.75,2.237797619,90,5.062797619,12.5,0.747916667,0.25,0.0125,204.25,11.05297619,52.5,2.998214286,256.75,14.05119048,113.25,6.445833333,0.5,0.025,269.5,14.80119048,640,35.32321429,0.75,0.75,0.5,0.75,2.369285714,3.5,20
Y1050316,2.5,292.1666667,947,1,51.375,102.75,2,23.41666667,64.5,0,9.75,9,0.75,0.696428572,0.053571429,8.695004245,0.75,3,0.225503663,9,0.692078755,2.25,0.173534799,4.25,0.320054945,9.25,0.706272894,27,2.058150183,5.25,0.387591575,0.5,0.038461539,31.25,2.378205128,15,1.132326008,46.25,3.510531136,40.25,3.060668498,2.25,0.173534799,56,4.260531136,144.75,11.00526557,1,1,0.5,1,1.285714286,2.5,10
Y1050317,3.75,412.4166667,1488,2.75,31.6875,97.5,3.25,55.02083333,196.5,0,16.75,11,5.75,0.66862706,0.33137294,4.96004994,1.75,7.75,0.469630516,16.5,0.986111111,1.5,0.097438198,9.25,0.545720361,28.75,1.644936204,49.25,2.581572302,15,0.824345428,1,0.070391414,58.5,3.127292663,44.75,2.539673046,103.25,5.66696571,79.75,4.323099415,1.5,0.097438198,120,6.66696571,304.5,16.75446903,2.25,2.25,1,2.25,6.357142857,5.75,55
Y1050318,4.75,288.5125,1373.5,2.75,18,52,4,50.625,189.5,0,16,14.25,1.75,0.878205128,0.121794872,7.796483125,1,13.5,0.844246032,15.25,0.939102564,4.25,0.258318071,20.5,1.422619048,64.25,3.96001221,61.75,3.856456044,18.25,1.135302198,1,0.065476191,82.25,5.279075092,83.5,5.160790598,165.75,10.43986569,91.75,5.733440171,4.25,0.258318071,181.75,11.43986569,443.5,27.87148962,2.25,2.25,2,2.25,5,6,40
Y1050319,1.25,476,600,1.25,41.125,54.5,1.25,48.625,53.25,0,9,7,2,0.67,0.08,8.612856708,3.25,3.75,0.203333333,8.25,0.72,1.25,0.067777778,20,0.871111111,2.5,0.153333333,11.75,0.975,4,0.461111111,0.25,0.01,31.75,1.846111111,6.75,0.624444444,38.5,2.470555556,22.75,2.088333333,1.25,0.067777778,47.5,3.220555556,110,7.847222222,0.5,0.5,0.5,0.5,4,6.75,76
Y1050320,5.25,116.8154762,411.25,0.75,34.5,34.5,1,35.125,44.25,0,7,5,2,0.549242424,0.200757576,7.995549874,2,3.5,0.375,6,0.640151515,1.25,0.132575758,19.75,1.946969697,6.75,0.689393939,3,0.291666667,1,0.090909091,0.5,0.045454546,22.75,2.238636364,8.25,0.825757576,31,3.06439394,9,0.912878788,1.25,0.132575758,38,3.81439394,79.25,7.924242423,0,0,0,0,0,3,10
Y1050321,0.25,67,67,0.25,7.25,7.25,0.25,3.5,3.5,0,1.25,0.75,0.5,0.15,0.1,3.442716308,0.25,0.25,0.05,1.25,0.25,0,0,1.25,0.25,0,0,0.25,0.05,0,0,0,0,1.5,0.3,0,0,1.5,0.3,1.5,0.3,0,0,2.75,0.55,5.75,1.15,0,0,0,0,0,6,20
Y1050322,5.25,186.0410714,958.5,2,4.875,18.5,4.75,39.03214286,160.25,0.25,13.5,9.5,4,0.687878788,0.312121212,11.38393215,2,7.5,0.573484849,13.25,0.986111111,2.75,0.183333333,5.5,0.420959596,23.75,1.793686869,94.25,7.367676767,17.25,1.369191919,0,0,99.75,7.788636362,41,3.162878788,140.75,10.95151515,122,9.536868687,2.75,0.183333333,154.25,11.95151515,419.75,32.62323232,2.25,2.25,1.75,2.25,8.607142857,9.75,99
Y1050323,6.25,229.1809524,1436,5.5,23.47321429,121.75,5.75,26.16666667,155.75,0,15.25,13.25,2,0.856746032,0.143253968,13.23662862,1,8.75,0.546428572,15,0.988095238,1.5,0.088492064,13,0.732738095,62.5,3.863293651,37.25,2.297420635,13,0.88234127,0.5,0.036904762,50.25,3.03015873,76,4.782539683,126.25,7.812698413,63.75,4.081547619,1.5,0.088492064,141.5,8.812698413,333,20.79543651,2.25,2.25,2.25,2.25,9.053571429,9.5,88
Y1050324,2.75,531.9583333,1369,1.5,25.25,30,1.5,336.375,402.75,0,19,11.75,7.25,0.613690476,0.386309524,6.153942275,4.25,17,0.891071429,18.25,0.964285714,0.25,0.011904762,189.25,9.842261904,89,4.736309524,70.5,3.666071429,18.75,0.989880952,0.5,0.023809524,259.75,13.50833333,108.25,5.75,368,19.25833333,105,5.493452381,0.5,0.023809524,387,20.25833333,860.5,45.03392857,0.75,0.75,0.5,0.75,3.190714286,5.75,30
Y1050325,2.75,434.575,1094.5,2,44.79166667,88.75,2,50.25,93,0,9.5,5.5,4,0.555555556,0.444444445,10.32985383,3,7.25,0.780555556,9,0.95,1.25,0.069444445,13,1.941666667,12.75,1.683333333,28.75,3.413888889,9.5,1.208333333,0.75,0.041666667,41.75,5.355555556,23,2.933333333,64.75,8.288888889,44,5.238888889,1.25,0.069444445,74.25,9.288888889,184.25,22.88611111,0.75,0.75,0.5,0.75,2.53,3.5,20
Y1050326,1.75,390.625,658.5,1.75,41.25,71.25,1.75,37.79166667,59,0,7.75,6.25,1.5,0.756818182,0.243181818,8.946410686,4,3.75,0.569318182,7.75,1,0.75,0.107954546,10.25,1.485227273,9.75,1.573863636,11.25,1.544318182,8.5,0.986363636,0.25,0.022727273,21.5,3.029545455,18.5,2.582954546,40,5.6125,25.5,3.1875,0.75,0.107954546,47.75,6.6125,114,15.52045455,0,0,0,0,0,3.75,20
Y1050327,0.75,159.1666667,477.5,0.5,18.25,36.5,0.75,13.41666667,40.25,0,12,9.25,2.75,0.192708333,0.057291667,0.855799324,0.5,5.25,0.109375,10,0.208333333,2.25,0.046875,0.75,0.015625,7.25,0.151041667,10.5,0.21875,2.25,0.046875,0.5,0.010416667,11.25,0.234375,10,0.208333333,21.25,0.442708333,19.5,0.40625,2.5,0.052083333,33.25,0.692708333,76.5,1.59375,0,0,0,0,0,0,0
Y1050328,4.75,443.4970238,2180.25,2,79.04166667,143,2.5,194.05,456.75,0,16.5,15,1.5,0.933943089,0.066056911,7.264236151,1.25,16.25,0.993902439,16.25,0.993902439,0.75,0.033028455,257.25,13.27845529,37.5,2.470020325,101,8.627032521,23,2.140752033,0.5,0.012195122,358.25,21.90548781,61,4.62296748,419.25,26.52845528,138.25,11.66869919,0.75,0.033028455,435.75,27.52845528,994,65.75863821,2.25,2.25,1.25,2.25,10,6.75,71
Y1050329,3.5,344.6,1146,2.25,64.625,121.25,1.5,56.08333333,86.75,0,7.75,2,5.75,0.184315685,0.565684316,5.641436388,2.25,7,0.668831169,6.25,0.568681319,0,0,40.75,3.973776224,13.75,1.444305694,13.75,1.268481518,5,0.442057942,0,0,54.5,5.242257742,18.75,1.886363636,73.25,7.128621379,21,1.934065934,0,0,81,7.878621378,175.25,16.94130869,0.75,0.75,0.25,0.75,1.785714286,3.75,20
Y1050330,3.5,141.05,562,1.5,15.5625,53.25,3,12,39.25,0,10.25,8.5,1.75,0.7875,0.2125,14.37362457,1.5,2,0.177083333,7.75,0.804166667,2.75,0.2875,0.75,0.03125,2.5,0.302083333,17.75,2.233333333,2,0.239583333,0.25,0.03125,18.5,2.264583333,4.75,0.572916667,23.25,2.8375,26.75,3.164583333,2.75,0.2875,33.5,3.8375,86.25,10.12708333,0,0,0,0,0,3.25,10
Y1050331,2.75,168.2916667,416.75,1.5,9.125,18.25,1.75,39,71.5,0,8.25,4.75,3.5,0.428503788,0.571496212,13.81250386,2.5,6,0.581439394,7.75,0.893939394,0.25,0.083333333,18.25,2.233901515,13.25,1.248106061,20.5,1.800662879,3.5,0.247159091,0,0,38.75,4.034564394,16.75,1.495265152,55.5,5.529829545,31.25,2.910511364,0.25,0.083333333,63.75,6.529829545,150.75,15.05350379,0.25,0.25,0.25,0.25,0.571428571,2.25,10
Y1050332,3.25,441.3125,1427.5,2.75,47.79166667,125.75,3,57.83333333,173.5,0,18.25,17,1.25,0.912878788,0.087121212,13.66431258,2,13.25,0.76657197,16.5,0.913825758,5,0.259469697,54.5,3.506155303,41.75,2.558712121,25,1.564867424,10.25,0.571496212,2,0.119318182,79.5,5.071022727,54,3.249526515,133.5,8.320549243,48,2.822443182,5.5,0.292613637,151.75,9.320549243,338.75,20.7561553,2.25,2.25,1.25,2.25,6.660714286,5,40
Y1050333,3.75,76.08333333,325.25,2,13.27083333,39.25,2,2.025,6.25,0,3,1,2,0.125,0.625,4.70400806,2,0.75,0.09375,2.75,0.71875,0.25,0.03125,0,0,0.75,0.09375,1,0.447916667,0.25,0.03125,0,0,1,0.447916667,1,0.125,2,0.572916667,4,1.197916667,0.25,0.03125,5,1.322916667,11.25,3.125,0.25,0.25,0.25,0.25,0,2.75,10
