username,active_num_days,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,video_pause_backward_seek_sum,video_pause_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
104602017.0,1.0,141.02083330000002,261.3333333,13.58333333,25.16666667,0.083333333,5.416666667,3.666666667,1.083333333,0.583333333,1.4166666669999999,9.513888889,8.75,1,52.83
104602018.0,1.5,91.97361111,324.9166667,9.138888889,17.91666667,0.166666667,6.083333333,3.166666667,1.166666667,0.833333333,1.5,9.583333332999999,7.555555556,1,54.02
104602019.0,3.0,103.72361109999999,439.0,13.65277778,21.66666667,1.5,9.333333332999999,4.583333333,1.4166666669999999,0.916666667,1.5,9.841666667,6.3888888889999995,1,80.67
104602020.0,1.166666667,83.01944444,216.25,15.95833333,18.25,0.0,0.333333333,2.666666667,1.083333333,0.75,1.083333333,9.416666667000001,9.111111111,1,77.99
104602021.0,1.9166666669999999,34.50972222,138.0,3.416666667,6.833333333,0.25,2.166666667,2.0,0.916666667,0.5,0.916666667,9.344444444,6.25,0,80.61
104602022.0,1.8333333330000001,178.19166669999998,372.5,14.08333333,14.08333333,1.083333333,6.666666667,2.25,1.083333333,0.833333333,1.083333333,9.672222222,9.583333334,1,83.56
104602023.0,1.166666667,39.5,142.08333330000002,2.416666667,7.25,0.0,1.333333333,3.166666667,1.166666667,0.666666667,1.333333333,8.066666667,9.333333332999999,1,95.5
104602024.0,1.6666666669999999,115.12916670000001,189.75,8.375,8.583333332999999,0.25,1.25,2.166666667,0.75,0.5,0.833333333,7.8611111110000005,6.944444445,1,72.67
104602025.0,2.083333333,49.09722222,172.0,5.708333333,14.08333333,0.0,1.5,4.083333333,1.333333333,0.75,1.4166666669999999,8.083333332999999,6.152777778,1,61.38
104602027.0,2.833333333,84.06388889,265.3333333,7.5,11.25,0.75,6.25,3.166666667,1.166666667,0.75,1.166666667,9.591666667,9.305555555,1,57.3
104602028.0,1.4166666669999999,133.07638889999998,332.0833333,14.66666667,21.75,0.666666667,11.25,2.25,1.25,0.666666667,1.25,9.863888889,9.5,1,104.16
104602029.0,2.166666667,105.24305559999999,294.6666667,14.75,14.75,0.75,5.75,5.166666667,1.5833333330000001,1.166666667,1.9166666669999999,9.744444445,6.944444445,1,67.13
104602030.0,1.0,84.17777777,237.0,6.75,6.75,0.166666667,5.333333333,2.166666667,0.833333333,0.5,0.916666667,9.625,5.6388888889999995,0,54.11
104602031.0,1.75,101.1944444,239.5,12.03472222,18.08333333,0.083333333,2.0,3.0,1.0,0.833333333,1.083333333,9.377777777999999,6.1111111110000005,0,50.2
104602032.0,0.166666667,22.25,22.25,1.4166666669999999,1.4166666669999999,0.0,0.25,0.166666667,0.166666667,0.166666667,0.166666667,9.680555556,9.722222222000001,0,51.06
104602033.0,2.333333333,154.2611111,400.25,10.46527778,24.5,0.666666667,5.166666667,2.166666667,1.0,0.583333333,1.0,8.558333333,7.0138888889999995,1,82.94
104602035.0,1.75,115.525,266.5,7.791666667,11.25,0.666666667,4.0,4.083333333,1.5833333330000001,1.5,2.166666667,9.847222222000001,9.722222222000001,1,80.48
104602037.0,2.166666667,234.5902778,510.41666669999995,22.38888889,36.58333333,0.25,5.25,4.416666667,1.6666666669999999,0.916666667,1.9166666669999999,9.805555556,8.472222222000001,1,61.61
104602501.0,2.583333333,92.1438492,309.0,4.666666667,14.0,2.333333333,14.0,1.4166666669999999,0.833333333,0.5,0.833333333,9.730555556,7.625,0,56.93
104602502.0,2.416666667,198.97222219999998,534.5833333,16.79166667,24.0,1.25,16.58333333,3.25,1.5833333330000001,1.166666667,1.75,9.480555555,7.583333333,1,67.38
104602503.0,1.333333333,146.29166669999998,277.25,10.5,10.5,0.833333333,14.25,3.166666667,1.083333333,0.5,1.083333333,8.502777777999999,5.833333333,0,48.27
104602504.0,2.583333333,70.73472222,185.83333330000002,1.9166666669999999,1.9166666669999999,1.9166666669999999,24.25,3.416666667,1.5833333330000001,1.0,2.083333333,9.522222222,6.666666667,1,71.49
104602505.0,2.25,131.90833329999998,349.5833333,12.65277778,19.41666667,0.75,7.083333333,3.833333333,1.4166666669999999,0.916666667,1.6666666669999999,9.319444445,9.111111111,1,81.71
104602506.0,1.8333333330000001,95.16666667,281.3333333,7.75,7.75,1.4166666669999999,14.08333333,4.666666667,1.4166666669999999,1.083333333,1.75,9.433333333,7.777777778,1,63.62
104602507.0,0.666666667,39.4,119.5,3.666666667,10.75,0.166666667,1.5833333330000001,1.5,1.0,0.75,1.083333333,9.083333334,6.972222222,0,39.87
104602508.0,2.5,174.8680556,529.6666667,10.57638889,27.58333333,1.5,7.75,4.166666667,1.5833333330000001,1.6666666669999999,2.166666667,9.333333334,7.194444445,1,60.32
104602509.0,1.8333333330000001,151.39583330000002,328.25,5.347222223,10.5,0.833333333,8.916666667000001,2.25,0.916666667,0.75,1.0,9.083333332999999,5.166666666,0,47.45
104602510.0,2.333333333,163.30277780000003,419.1666667,12.0625,21.0,0.666666667,25.91666667,4.583333333,1.4166666669999999,1.0,2.083333333,9.847222222000001,8.75,1,70.1
104602511.0,2.583333333,266.1833333,686.8333332999999,13.91666667,23.91666667,2.666666667,30.33333333,3.083333333,1.333333333,1.166666667,1.6666666669999999,9.861111111,9.111111111,1,78.77
104602513.0,3.0,170.0180556,485.75,18.5,30.16666667,0.75,12.25,5.583333333,1.5833333330000001,1.25,2.0,9.930555555,9.666666667000001,1,93.69
104602514.0,2.666666667,119.58194440000001,440.41666669999995,11.84166667,21.66666667,2.333333333,21.91666667,4.5,1.5833333330000001,1.25,2.166666667,9.583333332999999,8.916666667000001,1,74.75
104602515.0,1.75,95.02777778,271.8333333,20.08333333,22.66666667,0.5,8.583333332999999,3.666666667,0.916666667,0.5,1.0,8.486111111,7.916666667,1,60.84
104602516.0,3.416666667,94.05456349,376.4166667,12.45833333,19.91666667,0.916666667,9.25,5.583333333,1.5833333330000001,1.333333333,1.8333333330000001,9.841666666,9.25,1,56.89
104602517.0,1.25,79.63194444,188.25,10.91666667,15.91666667,0.583333333,6.416666667,0.166666667,0.083333333,0.083333333,0.083333333,9.291666667000001,8.902777777999999,1,82.97
104602519.0,1.9166666669999999,176.20833330000002,341.0,11.75,15.16666667,0.166666667,4.5,4.25,1.75,1.25,2.25,9.836111111000001,9.444444445,1,94.97
104602520.0,2.25,172.83333330000002,494.0,23.75,31.41666667,1.083333333,9.25,1.75,0.583333333,0.333333333,0.583333333,6.6111111110000005,5.055555556,0,48.24
104602521.0,2.916666667,213.1490079,839.0,17.75,25.75,2.916666667,18.08333333,3.833333333,1.75,1.5833333330000001,2.166666667,9.555555555,8.180555556,1,80.87
104602522.0,3.666666667,195.37916669999998,665.6666667000001,22.66666667,33.91666667,2.333333333,21.75,7.083333333,1.6666666669999999,1.5833333330000001,2.25,8.877777777999999,6.7638888889999995,0,59.34
104602524.0,1.5,109.625,187.0,9.291666667000001,12.58333333,0.0,2.833333333,3.0,1.4166666669999999,0.833333333,1.5,9.258333333,6.75,1,68.02
104602525.0,0.916666667,66.98611111,160.58333330000002,9.208333332999999,14.0,0.25,1.9166666669999999,2.666666667,1.0,1.166666667,1.4166666669999999,8.877777777999999,6.805555555,0,59.69
104602526.0,1.5833333330000001,63.25,249.41666669999998,4.027777778,11.91666667,2.583333333,11.33333333,2.583333333,1.083333333,0.833333333,1.166666667,9.763888889,8.611111111,1,76.48
