username,active_num_days,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,video_pause_backward_seek_sum,video_pause_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
104602022,1.8333333333333333,178.1916666691667,372.5,14.083333333333336,14.083333333333336,1.0833333333333333,6.666666666666668,2.25,1.0833333333333333,0.8333333333333334,1.0833333333333333,9.672222222166665,9.5833333335,83.56
104602023,1.1666666666666667,39.5,142.08333333333334,2.4166666666666665,7.25,0.0,1.3333333333333333,3.1666666666666665,1.1666666666666667,0.6666666666666666,1.3333333333333333,8.066666666666666,9.333333333166664,95.5
104602024,1.6666666666666667,115.12916666666666,189.75,8.375,8.583333333333334,0.25,1.25,2.1666666666666665,0.75,0.5,0.8333333333333334,7.861111111333335,6.9444444445,72.67
104602025,2.083333333333333,49.0972222225,172.0,5.708333333333332,14.083333333333336,0.0,1.5,4.083333333333333,1.3333333333333333,0.75,1.4166666666666667,8.083333333166665,6.1527777778333315,61.38
104602026,0.75,25.0,38.583333333333336,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,3.4722222219999987,2.1111111111666667,25.57
104602027,2.833333333333333,84.06388889166666,265.3333333333333,7.5,11.25,0.75,6.25,3.1666666666666665,1.1666666666666667,0.75,1.1666666666666667,9.591666666666667,9.305555555333331,57.3
104602028,1.4166666666666667,133.07638889166665,332.0833333333333,14.666666666666664,21.75,0.6666666666666666,11.25,2.25,1.25,0.6666666666666666,1.25,9.863888888833335,9.499999999833332,104.16
104602029,2.1666666666666665,105.24305555583332,294.6666666666667,14.75,14.75,0.75,5.75,5.166666666666667,1.5833333333333333,1.1666666666666667,1.9166666666666667,9.744444444666668,6.9444444445,67.13
104602030,1.0,84.17777777499997,237.0,6.75,6.75,0.16666666666666666,5.333333333333333,2.1666666666666665,0.8333333333333334,0.5,0.9166666666666666,9.625000000166668,5.6388888889999995,54.11
104602031,1.75,101.19444444416666,239.5,12.034722222250002,18.08333333333333,0.08333333333333333,2.0,3.0,1.0,0.8333333333333334,1.0833333333333333,9.377777777833332,6.1111111110000005,50.2
104602032,0.16666666666666666,22.25,22.25,1.4166666666666667,1.4166666666666667,0.0,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,9.680555555500002,9.722222222333334,51.06
104602033,2.333333333333333,154.26111111333333,400.25,10.4652777775,24.5,0.6666666666666666,5.166666666666667,2.1666666666666665,1.0,0.5833333333333334,1.0,8.558333333333332,7.013888888833332,82.94
104602035,1.75,115.525,266.5,7.791666666666668,11.25,0.6666666666666666,4.0,4.083333333333333,1.5833333333333333,1.5,2.1666666666666665,9.84722222233333,9.722222222333334,80.48
104602037,2.1666666666666665,234.590277775,510.41666666666674,22.388888889166665,36.583333333333336,0.25,5.25,4.416666666666667,1.6666666666666667,0.9166666666666666,1.9166666666666667,9.805555555500002,8.472222222333334,61.61
104602501,2.583333333333333,92.1438492,309.0,4.666666666666667,14.0,2.333333333333333,14.0,1.4166666666666667,0.8333333333333334,0.5,0.8333333333333334,9.730555555666669,7.625,56.93
104602502,2.4166666666666665,198.972222225,534.5833333333334,16.791666666666668,24.0,1.25,16.583333333333332,3.25,1.5833333333333333,1.1666666666666667,1.75,9.480555555333332,7.583333333333332,67.38
104602503,1.3333333333333333,146.29166666666666,277.25,10.5,10.5,0.8333333333333334,14.25,3.1666666666666665,1.0833333333333333,0.5,1.0833333333333333,8.502777777833334,5.833333333333332,48.27
104602504,2.583333333333333,70.7347222225,185.83333333333331,1.9166666666666667,1.9166666666666667,1.9166666666666667,24.25,3.4166666666666665,1.5833333333333333,1.0,2.083333333333333,9.522222222166668,6.666666666833334,71.49
104602505,2.25,131.90833333333333,349.58333333333326,12.6527777775,19.416666666666668,0.75,7.083333333333332,3.8333333333333335,1.4166666666666667,0.9166666666666666,1.6666666666666667,9.319444444666669,9.111111111166666,81.71
104602506,1.8333333333333333,95.16666666666669,281.3333333333333,7.75,7.75,1.4166666666666667,14.083333333333336,4.666666666666667,1.4166666666666667,1.0833333333333333,1.75,9.433333333333334,7.7777777776666674,63.62
104602507,0.6666666666666666,39.4,119.5,3.6666666666666665,10.75,0.16666666666666666,1.5833333333333333,1.5,1.0,0.75,1.0833333333333333,9.0833333335,6.972222221999999,39.87
104602508,2.5,174.86805555833337,529.6666666666666,10.576388889166667,27.58333333333333,1.5,7.75,4.166666666666667,1.5833333333333333,1.6666666666666667,2.1666666666666665,9.3333333335,7.194444444666668,60.32
104602509,1.8333333333333333,151.39583333333334,328.25,5.3472222225,10.5,0.8333333333333334,8.916666666666666,2.25,0.9166666666666666,0.75,1.0,9.083333333166669,5.166666666499999,47.45
104602510,2.333333333333333,163.302777775,419.16666666666674,12.0625,21.0,0.6666666666666666,25.91666666666667,4.583333333333333,1.4166666666666667,1.0,2.083333333333333,9.847222222000001,8.749999999833332,70.1
104602511,2.583333333333333,266.18333333333334,686.8333333333334,13.916666666666664,23.91666666666667,2.6666666666666665,30.33333333333333,3.083333333333333,1.3333333333333333,1.1666666666666667,1.6666666666666667,9.861111111166666,9.111111111,78.77
104602513,3.0,170.0180555525,485.75,18.49999999975,30.16666666666667,0.75,12.25,5.583333333333332,1.5833333333333333,1.25,2.0,9.930555555333331,9.666666666833336,93.69
104602514,2.6666666666666665,119.5819444469167,440.41666666666674,11.841666666666667,21.66666666666667,2.333333333333333,21.91666666666667,4.5,1.5833333333333333,1.25,2.1666666666666665,9.583333333166664,8.9166666665,74.75
104602515,1.75,95.02777778083332,271.8333333333333,20.08333333333333,22.66666666666667,0.5,8.583333333333334,3.6666666666666665,0.9166666666666666,0.5,1.0,8.486111111000001,7.916666666833334,60.84
104602516,3.4166666666666665,94.05456349416666,376.41666666666674,12.458333333333336,19.916666666666668,0.9166666666666666,9.25,5.583333333333332,1.5833333333333333,1.3333333333333333,1.8333333333333333,9.841666666499998,9.25,56.89
104602517,1.25,79.63194444166669,188.25,10.916666666666664,15.916666666666664,0.5833333333333334,6.416666666666668,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,9.291666666833336,8.902777777666666,82.97
104602519,1.9166666666666667,176.20833333333337,341.0,11.75,15.166666666666664,0.16666666666666666,4.5,4.25,1.75,1.25,2.25,9.836111111000001,9.444444444666669,94.97
104602520,2.25,172.833333325,494.0,23.75,31.41666666666667,1.0833333333333333,9.25,1.75,0.5833333333333334,0.3333333333333333,0.5833333333333334,6.6111111110000005,5.0555555555,48.24
104602521,2.9166666666666665,213.14900794166667,839.0,17.75,25.75,2.9166666666666665,18.08333333333333,3.8333333333333335,1.75,1.5833333333333333,2.1666666666666665,9.555555555333331,8.180555555666666,80.87
104602522,3.6666666666666665,195.379166675,665.6666666666666,22.66666666666667,33.916666666666664,2.333333333333333,21.75,7.083333333333332,1.6666666666666667,1.5833333333333333,2.25,8.877777777666664,6.7638888889999995,59.34
104602524,1.5,109.625,187.0,9.291666666666666,12.583333333333336,0.0,2.833333333333333,3.0,1.4166666666666667,0.8333333333333334,1.5,9.258333333166666,6.750000000166668,68.02
104602525,0.9166666666666666,66.98611110833333,160.58333333333334,9.208333333333334,14.0,0.25,1.9166666666666667,2.6666666666666665,1.0,1.1666666666666667,1.4166666666666667,8.877777777833332,6.805555555333332,59.69
104602526,1.5833333333333333,63.25,249.41666666666663,4.0277777775,11.916666666666664,2.583333333333333,11.333333333333336,2.583333333333333,1.0833333333333333,0.8333333333333334,1.1666666666666667,9.763888888833334,8.611111111,76.48
